game_id,stadium_code,sports_type,game_date,day_of_week,is_holiday,start_time,home_team_win,audience,region,accident_count,injury_count,death_count,temperature,precipitation,snow_depth,start_hour,match_정규시즌,match_포스트시즌
3201,SO08,배구,2023-12-07,목,0,0 days 19:00:00,1,2977.0,서울 중구,0.0,0.0,0.0,9.5,0.0,0.0,19,True,False
3202,DJ04,배구,2023-12-08,금,0,0 days 19:00:00,0,1476.0,대전 중구,5.0,5.0,0.0,15.6,0.0,0.0,19,True,False
3203,AS01,배구,2023-12-09,토,1,0 days 14:00:00,0,2007.0,경기 안산시,6.0,9.0,0.0,16.0,0.0,0.0,14,True,False
3204,IC03,배구,2023-12-10,일,1,0 days 14:00:00,0,1677.0,인천 계양구,1.0,1.0,0.0,12.1,0.0,0.0,14,True,False
3205,SO08,배구,2023-12-12,화,0,0 days 19:00:00,0,2101.0,서울 중구,0.0,0.0,0.0,5.7,0.0,0.0,19,True,False
3206,SU05,배구,2023-12-13,수,0,0 days 19:00:00,0,1155.0,경기 수원시,7.0,10.0,0.0,9.8,0.0,0.0,19,True,False
3207,CA02,배구,2023-12-14,목,0,0 days 19:00:00,1,1443.0,충남 천안시,10.0,13.0,0.0,9.6,0.0,0.0,19,True,False
3208,DJ04,배구,2023-12-15,금,0,0 days 19:00:00,1,1594.0,대전 중구,2.0,2.0,0.0,7.0,0.0,0.0,19,True,False
3209,SU05,배구,2023-12-16,토,1,0 days 14:00:00,0,1910.0,경기 수원시,17.0,21.0,0.0,-3.1,0.0,3.3,14,True,False
3210,IC03,배구,2023-12-17,일,1,0 days 14:00:00,1,2252.0,인천 계양구,2.0,6.0,0.0,-7.3,0.0,0.0,14,True,False
3211,UJ01,배구,2023-12-19,화,0,0 days 19:00:00,0,1029.0,경기 의정부시,4.0,5.0,0.0,-2.4,0.0,0.0,19,True,False
3212,SO08,배구,2023-12-20,수,0,0 days 19:00:00,1,3021.0,서울 중구,8.0,17.0,0.0,-8.9,0.0,0.6,19,True,False
3213,AS01,배구,2023-12-21,목,0,0 days 19:00:00,0,1348.0,경기 안산시,11.0,16.0,0.0,-9.2,0.0,0.0,19,True,False
3214,DJ04,배구,2023-12-22,금,0,0 days 19:00:00,1,2449.0,대전 중구,2.0,2.0,0.0,-8.5,0.0,0.0,19,True,False
3215,UJ01,배구,2023-12-23,토,1,0 days 14:00:00,0,2538.0,경기 의정부시,5.0,7.0,0.0,-3.6,0.0,0.0,14,True,False
3216,CA02,배구,2023-12-24,일,1,0 days 14:00:00,1,3267.0,충남 천안시,6.0,7.0,0.0,1.5,0.0,2.5,14,True,False
3217,IC03,배구,2023-12-25,월,1,0 days 14:00:00,1,2222.0,인천 계양구,0.0,0.0,0.0,1.2,0.0,0.0,14,True,False
3218,SO08,배구,2023-12-27,수,0,0 days 19:00:00,1,2459.0,서울 중구,5.0,7.0,1.0,3.2,0.0,0.0,19,True,False
3219,CA02,배구,2023-12-28,목,0,0 days 19:00:00,1,1678.0,충남 천안시,12.0,16.0,0.0,1.2,0.0,0.0,19,True,False
3220,AS01,배구,2023-12-29,금,0,0 days 19:00:00,1,1877.0,경기 안산시,12.0,18.0,0.0,-0.6,0.0,0.0,19,True,False
3221,DJ04,배구,2023-12-30,토,1,0 days 14:00:00,1,2116.0,대전 중구,2.0,2.0,0.0,3.1,0.0,0.0,14,True,False
3222,CA02,배구,2023-12-31,일,1,0 days 14:00:00,1,3048.0,충남 천안시,4.0,4.0,1.0,4.4,0.0,0.0,14,True,False
3223,IC03,배구,2024-01-01,월,1,0 days 14:00:00,0,2274.0,인천 계양구,0.0,0.0,0.0,5.0,0.0,0.0,14,True,False
3224,AS01,배구,2024-01-02,화,0,0 days 19:00:00,1,1320.0,경기 안산시,5.0,5.0,0.0,0.3,0.0,0.0,19,True,False
3225,UJ01,배구,2024-01-04,목,0,0 days 19:00:00,0,1392.0,경기 의정부시,1.0,1.0,0.0,1.8,0.0,0.0,19,True,False
3226,IC03,배구,2024-01-05,금,0,0 days 19:00:00,1,1521.0,인천 계양구,1.0,1.0,0.0,3.9,0.0,0.0,19,True,False
3227,SU05,배구,2024-01-06,토,1,0 days 14:00:00,0,2084.0,경기 수원시,11.0,13.0,0.0,4.3,0.0,0.0,14,True,False
3228,DJ04,배구,2024-01-07,일,1,0 days 16:00:00,0,3284.0,대전 중구,3.0,9.0,0.0,0.7,0.0,0.0,16,True,False
3229,UJ01,배구,2024-01-09,화,0,0 days 19:00:00,1,926.0,경기 의정부시,1.0,1.0,0.0,-1.4,0.0,0.0,19,True,False
3230,SO08,배구,2024-01-10,수,0,0 days 19:00:00,0,3213.0,서울 중구,5.0,5.0,0.0,0.1,0.0,2.0,19,True,False
3231,SU05,배구,2024-01-11,목,0,0 days 19:00:00,1,1195.0,경기 수원시,15.0,20.0,0.0,3.1,0.0,0.0,19,True,False
3232,CA02,배구,2024-01-12,금,0,0 days 19:00:00,0,2663.0,충남 천안시,8.0,8.0,0.0,1.0,0.0,0.0,19,True,False
3233,AS01,배구,2024-01-13,토,1,0 days 14:00:00,1,2180.0,경기 안산시,5.0,7.0,0.0,5.7,0.0,0.0,14,True,False
3234,SO08,배구,2024-01-14,일,1,0 days 14:00:00,0,3437.0,서울 중구,2.0,2.0,0.0,2.0,0.0,0.0,14,True,False
3235,IC03,배구,2024-01-16,화,0,0 days 19:00:00,1,1374.0,인천 계양구,1.0,1.0,0.0,0.0,0.0,0.0,19,True,False
3236,CA02,배구,2024-01-17,수,0,0 days 19:00:00,0,1931.0,충남 천안시,9.0,10.0,0.0,2.0,0.0,0.0,19,True,False
3237,UJ01,배구,2024-01-18,목,0,0 days 19:00:00,0,1503.0,경기 의정부시,2.0,2.0,0.0,4.7,0.0,0.0,19,True,False
3238,DJ04,배구,2024-01-19,금,0,0 days 19:00:00,1,1906.0,대전 중구,4.0,4.0,0.0,5.0,0.0,0.0,19,True,False
3239,IC03,배구,2024-01-30,화,0,0 days 19:00:00,0,1876.0,인천 계양구,1.0,1.0,0.0,2.7,0.0,0.0,19,True,False
3240,SO08,배구,2024-01-31,수,0,0 days 19:00:00,1,2835.0,서울 중구,1.0,1.0,0.0,6.0,0.0,0.0,19,True,False
3241,SU05,배구,2024-02-01,목,0,0 days 19:00:00,1,1140.0,경기 수원시,10.0,12.0,0.0,1.1,0.0,0.0,19,True,False
3242,AS01,배구,2024-02-02,금,0,0 days 19:00:00,0,2109.0,경기 안산시,11.0,13.0,0.0,0.1,0.0,0.0,19,True,False
3243,DJ04,배구,2024-02-03,토,1,0 days 14:00:00,0,2455.0,대전 중구,2.0,3.0,0.0,9.2,0.0,0.0,14,True,False
3244,SU05,배구,2024-02-04,일,1,0 days 14:00:00,0,2288.0,경기 수원시,5.0,5.0,0.0,10.1,0.0,0.0,14,True,False
3245,DJ04,배구,2024-02-06,화,0,0 days 19:00:00,0,1124.0,대전 중구,0.0,0.0,0.0,2.5,0.0,0.0,19,True,False
3246,IC03,배구,2024-02-07,수,0,0 days 19:00:00,1,1096.0,인천 계양구,1.0,1.0,0.0,0.1,0.0,0.0,19,True,False
3247,CA02,배구,2024-02-08,목,0,0 days 19:00:00,1,2254.0,충남 천안시,10.0,14.0,0.0,1.2,0.0,0.0,19,True,False
3248,AS01,배구,2024-02-09,금,1,0 days 14:00:00,0,1818.0,경기 안산시,7.0,10.0,0.0,4.2,0.0,0.0,14,True,False
3249,UJ01,배구,2024-02-10,토,1,0 days 14:00:00,0,1442.0,경기 의정부시,3.0,9.0,0.0,6.3,0.0,0.0,14,True,False
3250,SU05,배구,2024-02-11,일,1,0 days 14:00:00,0,2385.0,경기 수원시,7.0,15.0,0.0,4.6,0.0,0.0,14,True,False
3251,SO08,배구,2024-02-12,월,1,0 days 14:00:00,1,3599.0,서울 중구,1.0,1.0,0.0,8.6,0.0,0.0,14,True,False
3252,IC03,배구,2024-02-14,수,0,0 days 19:00:00,1,1264.0,인천 계양구,2.0,4.0,0.0,10.1,0.0,0.0,19,True,False
3253,CA02,배구,2024-02-15,목,0,0 days 19:00:00,1,1610.0,충남 천안시,5.0,6.0,0.0,1.4,0.0,0.0,19,True,False
3254,DJ04,배구,2024-02-16,금,0,0 days 19:00:00,0,1716.0,대전 중구,10.0,12.0,0.0,5.7,0.0,0.0,19,True,False
3255,SO08,배구,2024-02-17,토,1,0 days 14:00:00,0,3609.0,서울 중구,1.0,3.0,0.0,9.5,0.0,0.0,14,True,False
3256,UJ01,배구,2024-02-18,일,1,0 days 14:00:00,0,2401.0,경기 의정부시,4.0,4.0,0.0,9.4,0.0,0.0,14,True,False
3257,CA02,배구,2024-02-20,화,0,0 days 19:00:00,0,1858.0,충남 천안시,10.0,14.0,0.0,5.9,0.0,0.0,19,True,False
